nct_id,title,status,phase,start_date,completion_date,enrollment,sponsor_name,sponsor_type,outcome,primary_drug,all_drugs,intervention_type,disease,collection_date
NCT05277571,"A Single-ascending Dose (Part A) and Repeat-dose (Part B) Study to Investigate the Safety, Pharmacokinetics and Efficacy (Part B Only) of UCB1381 in Healthy Study Participants (Part A) and in Study Participants With Moderate to Severe Atopic Dermatitis (Part B)",COMPLETED,Phase 1; Phase 2,2022-03-07,2025-09-19,273,UCB Biopharma SRL,INDUSTRY,Success,Placebo,Placebo,BIOLOGICAL,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04016025,A Clinical Study of Adherence to Methylprednisolone Aceponate in Different Carriers,COMPLETED,Phase 4,2020-12-02,2022-04-14,80,Jena University Hospital,OTHER,Success,,,BEHAVIORAL,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT00559546,Montelukast as a Controller of Atopic Syndrome,COMPLETED,Phase 4,2007-03,2007-07,61,University of Helsinki,OTHER,Success,montelukast,montelukast,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05142774,"Long Term Extension Study of Tapinarof Cream, 1% for Subjects With Atopic Dermatitis",COMPLETED,Phase 3,2021-10-28,2024-03-07,728,Organon and Co,INDUSTRY,Success,"Tapinarof cream, 1%","Tapinarof cream, 1%",DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03168113,Atopic Dermatitis (AD) and Food Allergy,COMPLETED,,2017-06-12,2018-01-31,62,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Success,,,,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07527923,First-in-Human Trial to Assess REGN20423 in Healthy Adult Participants and Adult Participants With Atopic Dermatitis,NOT_YET_RECRUITING,Phase 1,2026-05-04,2028-06-09,136,Regeneron Pharmaceuticals,INDUSTRY,Ongoing,REGN20423,REGN20423,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03918980,Single Dose and Multiple Dose Study to Assess Safety and Tolerability of LOU064,COMPLETED,Phase 1,2016-08-18,2020-01-27,185,Novartis Pharmaceuticals,INDUSTRY,Success,LOU064,LOU064; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07434076,Cross-Sectional Study for an Ocular Imaging-Based Predictive Model of Inflammatory Skin Diseases Grounded in Traditional Chinese Medicine,NOT_YET_RECRUITING,,2026-03-05,2028-05-25,950,Shanghai Yueyang Integrated Medicine Hospital,OTHER,Ongoing,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT00691366,Comprehensive Investigation of Heart Rate Variability as a Measure of the Autonomic Nervous System in Atopic Dermatitis,COMPLETED,,2007-03,2009-12,45,Wake Forest University,OTHER,Success,,,,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03485560,Revitalization of Damaged Skin Due to Chronic Skin Diseases,UNKNOWN,EARLY_PHASE1,2018-05-01,2019-01-01,200,Ace Cells Lab Limited,INDUSTRY,Unknown,,,COMBINATION_PRODUCT,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06787586,"Safety, Tolerability and PK of ATTO-1310 in Healthy Volunteers and Patients With Atopic Dermatitis and Patients With Chronic Pruritus",ACTIVE_NOT_RECRUITING,Phase 1,2025-01-14,2026-05,108,Attovia Therapeutics Inc,INDUSTRY,Success,ATTO-1310,ATTO-1310; ATTO-1310 Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07338305,Methotrexat to Hand Eczema in the BIOSKIN Cohort,ACTIVE_NOT_RECRUITING,,2025-11-01,2026-12,50,Lone Skov,OTHER,Success,,,,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07344051,A Phase II Study of QLS12010 Capsules in Adults With Moderate to Severe Atopic Dermatitis,NOT_YET_RECRUITING,Phase 2,2026-04-05,2027-09,160,"Qilu Pharmaceutical Co., Ltd.",INDUSTRY,Ongoing,QLS12010,QLS12010; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04955951,Ultrasonographic Response to Polarized Light Therapy in the Treatment of Atopic Dermatitis,TERMINATED,,2021-07-01,2022-01-15,40,Ahram Canadian University,OTHER,Failure,Topical corticosteroid ointment,Topical corticosteroid ointment,DEVICE,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT02582788,Bathing Additives in Pediatric Atopic Dermatitis,TERMINATED,NA,2015-10,2018-04,10,Mayo Clinic,OTHER,Failure,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01602341,Efficacy and Safety of AN2728 Topical Ointment to Treat Adolescents With Atopic Dermatitis,COMPLETED,Phase 2,2012-08,2013-01,86,Pfizer,INDUSTRY,Success,"AN2728 Topical Ointment, 2% QD","AN2728 Topical Ointment, 2% QD; AN2728 Topical Ointment, 0.5% QD; AN2728 Topical Ointment, 2% BID",DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06277245,A Phase 3 Study of LNK01001 Capsule in Subjects With Moderate to Severe Atopic Dermatitis.,COMPLETED,Phase 3,2024-02-06,2026-01-12,356,"Lynk Pharmaceuticals Co., Ltd",INDUSTRY,Success,LNK01001,LNK01001; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03542994,A Study of EDP1066 in Healthy Participants and Participants With Mild to Moderate Psoriasis and Atopic Dermatitis,COMPLETED,Phase 1,2019-04-24,2020-01-03,114,"Evelo Biosciences, Inc.",INDUSTRY,Success,Placebo oral capsule,Placebo oral capsule,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03761199,Assessment of the Impact of Whole Body Cryostimulation on Skin Physiological Indicators,COMPLETED,NA,2018-11-26,2019-11-13,24,"University School of Physical Education, Krakow, Poland",OTHER,Success,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03645057,ASPIRE: PROs & Caregiver Burden in Children With Atopic Dermatitis,COMPLETED,Phase 3,2019-02-20,2021-08-01,92,University of Rochester,OTHER,Success,Crisaborole,Crisaborole; Tacrolimus 0.03% Ointment,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01498965,The Cork BASELINE Birth Cohort Study,UNKNOWN,,2008-08,2017-01,2185,"National Children's Research Centre, Ireland",NETWORK,Unknown,,,,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05662800,"Development of Peanut, Sesame, and Tree Nut Allergy in Polish Children at High Risk of Food Allergy",UNKNOWN,,2023-04-17,2025-04,240,Medical University of Warsaw,OTHER,Unknown,,,DIAGNOSTIC_TEST,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT02743871,"Study Of PF-06817024 In Healthy Subjects, In Patients With Chronic Rhinosinusitis With Nasal Polyps And in Patients With Atopic Dermatitis",COMPLETED,Phase 1,2016-04-27,2021-03-09,97,Pfizer,INDUSTRY,Success,,,BIOLOGICAL,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01544348,"A Phase 1, Randomized, Placebo-controlled, Dose-escalation Safety Study of MEDI4212 in Subjects With IgE >= 30 IU/mL",COMPLETED,Phase 1,2012-01,2013-06,295,MedImmune LLC,INDUSTRY,Success,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03293030,Immunogenetic Profiling of Dupilumab for the Treatment of Atopic Dermatitis,COMPLETED,Phase 4,2018-10-22,2023-02-23,17,"University of California, San Francisco",OTHER,Success,Dupilumab,Dupilumab,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT00160563,Prevention of Asthma With Levocetirizine (36 Month Treatment) in Young Children Suffering From Eczema (Atopic Dermatitis) and Sensitized to Grass Pollen and House Dust Mite and Having Completed the Previous EPAAC Trial (NCT00152464),TERMINATED,Phase 3,2004-06,2006-03,207,UCB Pharma,INDUSTRY,Failure,LEVOCETIRIZINE,LEVOCETIRIZINE,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03622463,A Trial of Antroquinonol in Patients With Atopic Dermatitis,COMPLETED,Phase 2,2018-07-17,2019-07-09,14,Golden Biotechnology Corporation,INDUSTRY,Success,Antroquinonol,Antroquinonol,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07577921,"Evaluation of the Efficacy of a Cosmetic Care in Subjects With Moderate to Severe Atopic Dermatitis, Treated by Systemic Treatments",COMPLETED,,2025-05-12,2026-04-17,80,Pierre Fabre Dermo Cosmetique,INDUSTRY,Success,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04965233,Using a Telemedicine Approach in a Genome-wide Association Study of Atopic Dermatitis - Searching for Novel Biomarkers in Clinically Relevant Phenotypes,WITHDRAWN,,2020-11-30,2021-12-31,0,Studies&Me,INDUSTRY,Failure,,,BEHAVIORAL,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04504955,CorEvitas Atopic Dermatitis Registry: A Study of Post Approval Drug Safety and Effectiveness,ENROLLING_BY_INVITATION,,2020-07-14,2100-12,10000,CorEvitas,NETWORK,Ongoing,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01224132,Effect of Probiotics in the Atopic Dermatitis,COMPLETED,Phase 3,2007-10,2008-04,40,Yuzuncu Yil University,OTHER,Success,probiotic ® pur,probiotic ® pur,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT02112734,Can Vitamin D Supplementation in the First Year of Life Prevent Food Allergy in Infants? The VITALITY Trial: Parts 1&2,ACTIVE_NOT_RECRUITING,Phase 4,2014-12,2028-12,2739,Murdoch Childrens Research Institute,OTHER,Success,Vitamin D,Vitamin D; placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03345914,Study to Investigate the Efficacy and Safety of Dupilumab Administered With Topical Corticosteroids (TCS) in Participants ≥6 to <12 Years With Severe Atopic Dermatitis (AD),COMPLETED,Phase 3,2017-11-17,2019-09-10,367,Regeneron Pharmaceuticals,INDUSTRY,Success,Dupilumab,Dupilumab; Matching Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06280716,A Study of Lebrikizumab (LY3650150) With/Without Topical Corticosteroid Treatment in Participants With Moderate-to-Severe Atopic Dermatitis,ACTIVE_NOT_RECRUITING,Phase 3,2024-04-24,2026-08,301,Eli Lilly and Company,INDUSTRY,Success,Placebo,Placebo; Lebrikizumab; Topical Corticosteroid,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05461456,Bioavailability and Tolerability of Fexofenadine Hydrochloride Topical Lotion 1%,COMPLETED,Phase 1,2022-04-01,2022-10-16,12,OrchestratePharma GmbH,INDUSTRY,Success,Fexofenadine Hydrochloride Topical Lotion 1% (OP2101),Fexofenadine Hydrochloride Topical Lotion 1% (OP2101),DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04664153,"Study To Assess Efficacy, Safety, Tolerability And Pharmacokinetics Of PF-07038124 Ointment In Participants With Atopic Dermatitis Or Plaque Psoriasis",COMPLETED,Phase 2,2020-12-21,2021-08-18,104,Pfizer,INDUSTRY,Success,PF-07038124 ointment,PF-07038124 ointment; Vehicle ointment,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06316609,Prenatal Exposure to Emerging Contaminants and Children's Atopic Dermatitis,ACTIVE_NOT_RECRUITING,,2016-06,2027-12-31,456,Children's Hospital of Fudan University,OTHER,Success,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04398758,Moisturizer Mediated Prevention of Symptoms of Atopic Dermatitis in Early Childhood,UNKNOWN,Phase 3,2020-07-22,2024-06,360,Infectopharm Arzneimittel GmbH,INDUSTRY,Unknown,SanaCutan Basiscreme,SanaCutan Basiscreme,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01960764,Examination of Whether Host Preconditioning Modifies Short-term Transplant Survival,WITHDRAWN,Phase 1,2016-06,2022-12,0,"University of California, San Diego",OTHER,Failure,Pre-Treatment with Dial liquid antibacterial soap,Pre-Treatment with Dial liquid antibacterial soap,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05127421,Ruxolitinib Cream in Participants With Facial and/or Neck Atopic Dermatitis Involvement,COMPLETED,Phase 2,2021-11-10,2023-09-29,77,Incyte Corporation,INDUSTRY,Success,Ruxolitinib cream,Ruxolitinib cream; Vehicle,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05383378,"A First-In-Human Study to Evaluate the Safety, Tolerability, and Efficacy of Si-544 in Adults With Atopic Dermatitis",COMPLETED,Phase 1,2022-08-30,2023-11-01,36,selectION Therapeutics GmbH,INDUSTRY,Success,si-544,si-544; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07172321,A Study to Learn How Different Forms of the Study Medicine Called PF 08049820 Are Taken up Into the Bloodstream in Healthy Adults,COMPLETED,Phase 1,2025-09-05,2025-10-29,12,Pfizer,INDUSTRY,Success,PF-08049820 MR1,PF-08049820 MR1; PF-08049820 MR2; PF-08049820 IR,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04362852,Patient Forward Access to Clinical and Technological Research: Genetic Influences on Cancer and Atopic Dermatitis,COMPLETED,,2020-02-01,2021-12-31,100,Boston Children's Hospital,OTHER,Success,,,,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03770858,Wearable Skin Sensors to Assess Nocturnal Scratch Behavior,COMPLETED,,2019-04-18,2022-08-24,23,Northwestern University,OTHER,Success,Crisaborole,Crisaborole,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01232985,"Efficacy and Tolerability Study of Device, RD047-26 for the Treatment of Mild to Moderate Atopic Dermatitis in Adults",COMPLETED,Phase 2,2010-10,2010-12,17,"Oculus Innovative Sciences, Inc.",INDUSTRY,Success,,,DEVICE,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07599878,Adjunctive Group Psychotherapy for Moderate-to-Severe Atopic Dermatitis: A Pilot Feasibility Study Comparing Two Interventions,COMPLETED,NA,2022-09-05,2023-07-10,32,Semmelweis University,OTHER,Success,standard dermatological care,standard dermatological care,BEHAVIORAL,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT00177268,"Blood, Urine, and Tissue Collection for Cutaneous Lymphoma, Eczema, and Atopic Dermatitis Research",RECRUITING,,2004-10,2032-01,200,University of Pittsburgh,OTHER,Ongoing,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06832618,A Study to Assess the Efficacy and Safety of Ruxolitinib Cream in Children and Adolescents (6 to <18 Years Old) With Moderate Atopic Dermatitis,RECRUITING,Phase 3,2025-06-17,2028-05-18,240,Incyte Corporation,INDUSTRY,Ongoing,Ruxolitinib,Ruxolitinib; Vehicle Cream,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01779258,Emollients in the Management of Atopic Dermatitis,COMPLETED,Phase 3,2013-02,2014-02,347,Pierre Fabre Medicament,INDUSTRY,Success,"glycerol, paraffin (liquid and white soft)","glycerol, paraffin (liquid and white soft); Locatop@; Locapred@",DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT02277743,Study of Dupilumab Monotherapy Administered to Adult Patients With Moderate-to-Severe Atopic Dermatitis,COMPLETED,Phase 3,2014-10,2016-02,671,Regeneron Pharmaceuticals,INDUSTRY,Success,Dupilumab,Dupilumab; Placebo (for Dupilumab),DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03738397,A Study to Compare Safety and Efficacy of Upadacitinib to Dupilumab in Adult Participants With Moderate to Severe Atopic Dermatitis,COMPLETED,Phase 3,2019-02-21,2020-12-09,673,AbbVie,INDUSTRY,Success,Placebo to dupilumab,Placebo to dupilumab; Placebo to upadacitinib,BIOLOGICAL,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05544591,Evaluation of 611 in Chinese Adults With Moderate to Severe Atopic Dermatitis,COMPLETED,Phase 2,2022-10-26,2023-09-20,93,"Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.",INDUSTRY,Success,611 Q2W,611 Q2W; 611 Q4W; Matching placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06775860,ICP-332 in Subjects With Moderate to Severe Atopic Dermatitis,RECRUITING,Phase 3,2024-11-14,2026-12-25,552,"Beijing InnoCare Pharma Tech Co., Ltd.",INDUSTRY,Ongoing,ICP-332 Tablets,ICP-332 Tablets; ICP-332 Placebo Tablets,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT00746382,A Placebo Controlled 4 Week Proof of Concept Study With 0.5% Roflumilast Cream in Patients With Mild Atopic Dermatitis (RO-2351-001-EM),WITHDRAWN,Phase 2,2008-11,2009-09,0,AstraZeneca,INDUSTRY,Failure,Roflumilast cream,Roflumilast cream; Placebo cream,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06815380,A Study to Assess the Impact of Lebrikizumab on Health-Related Well-Being and Control of Skin Manifestations in Participants With Moderate-to-Severe Atopic Dermatitis,RECRUITING,,2025-01-23,2029-03,1000,"Almirall, S.A.",INDUSTRY,Ongoing,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03989349,Efficacy & Safety of Nemolizumab in Subjects With Moderate-to-Severe Atopic Dermatitis,COMPLETED,Phase 3,2019-06-30,2022-09-26,787,Galderma R&D,INDUSTRY,Success,Placebo,Placebo; Nemolizumab,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07276620,Treatment of Moderate-to-Severe Atopic Dermatitis With Ivarmacitinib in Adolescents and Adults,NOT_YET_RECRUITING,NA,2025-11-30,2029-01-30,1000,Xiangya Hospital of Central South University,OTHER,Ongoing,Ivarmacitinib Sulfate Tablets,Ivarmacitinib Sulfate Tablets,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT02073591,Correlation Study Between PEST and SCORAD in Management of Atopic Dermatitis With Ceradan® Regimen,COMPLETED,,2014-03,2014-11,58,Hyphens Pharma Pte Ltd,INDUSTRY,Success,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03621137,"TREAT NL (TREatment of ATopic Eczema, the Netherlands) Registry: Dutch National Registry for Patients With Moderate-to-severe Atopic Eczema on Photo- or Systemic Therapies",RECRUITING,,2017-11-01,2027-10-31,500,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),OTHER,Ongoing,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT02031445,"Double-Blind, Trial to Evaluate the Safety and Efficacy of MRX-6 Cream 2%",TERMINATED,Phase 2,2014-08,2015-03,73,Celsus Therapeutics PLC,INDUSTRY,Failure,MRX-6,MRX-6,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06319781,"A Pilot Cohort Study of Risk Factors and Novel Methods of Skin Lesion Assessments in Adults With Atopic Dermatitis, Alopecia Areata, Psoriasis or Vitiligo",UNKNOWN,,2023-12-15,2025-05,370,Blueskin AS,INDUSTRY,Unknown,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07445919,A Clinical Study to Evaluate SM17 for Atopic Dermatitis,RECRUITING,Phase 2,2026-03-31,2027-06-30,200,SinoMab BioScience Ltd,INDUSTRY,Ongoing,SM17 placebo for subcutaneous injection,SM17 placebo for subcutaneous injection,BIOLOGICAL,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05140239,Effects of Abrocitinib Treatment on Skin Barrier Function,ACTIVE_NOT_RECRUITING,,2022-09-01,2025-06-30,20,Prof. Dr. Stephan Weidinger,OTHER,Success,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01385527,Pediatric Atopic Dermatitis (AD) Internet Survey,WITHDRAWN,NA,2011-06,2014-10-27,0,Wake Forest University,OTHER,Failure,Topical Triamcinolone,Topical Triamcinolone,BEHAVIORAL,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06055361,"A Study to Investigate the Safety, Tolerability, and Efficacy of BxC-I17e Single and Multiple Dose SC Injection in Patients With Moderate to Severe Atopic Dermatitis",RECRUITING,Phase 1,2023-04-18,2026-03-31,45,Brexogen Inc.,INDUSTRY,Ongoing,BxC-I17e (primed iMSC derived Extracellular vesicles(EV)),BxC-I17e (primed iMSC derived Extracellular vesicles(EV)); Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04212169,Efficacy and Safety of MEDI3506 in Adult Subjects With Atopic Dermatitis,COMPLETED,Phase 2,2019-12-09,2022-09-20,148,AstraZeneca,INDUSTRY,Success,MEDI3506,MEDI3506; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT02664805,"Proof of Concept, Twice Daily Applications of LEO 124249 Ointment in the Treatment of Chronic Hand Eczema",COMPLETED,Phase 2,2016-02,2016-10,91,LEO Pharma,INDUSTRY,Success,LEO 124249 ointment,LEO 124249 ointment; LEO 124249 ointment vehicle,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05997927,Efficacy and Safety Clinical Study of VC005 Tablets in Adult Patients With Moderate to Severe Atopic Dermatitis,COMPLETED,Phase 2,2023-07-20,2024-07-09,149,"Jiangsu vcare pharmaceutical technology co., LTD",INDUSTRY,Success,VC005 tablets,VC005 tablets; VC005 Tablets Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07544862,A Study of Stapokibart Injection in Patients With Atopic Dermatitis (AD),NOT_YET_RECRUITING,,2026-06,2028-02,1000,"Chengdu Kangnuoxing Biopharma,Inc.",INDUSTRY,Ongoing,,,BIOLOGICAL,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT02716181,"Efficacy of the ""Атопик Soothing Cream"" in Children With Mild to Moderate Atopic Dermatitis",COMPLETED,NA,2016-12-29,2017-05-01,74,Avanta Trading Ltd.,INDUSTRY,Success,,,DEVICE,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05958407,A 32-week Trial to Evaluate the Efficacy and Safety of Tralokinumab in Subjects With Moderate-to-severe Atopic Hand Eczema Who Are Candidates for Systemic Therapy,COMPLETED,Phase 3,2023-08-28,2025-09-22,235,LEO Pharma,INDUSTRY,Success,Tralokinumab,Tralokinumab; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
